year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2014,state,10,Delaware,10,,,,4144,5194,0.7978,524517,1050,90955,615472,385.0,10.24,3597.7,66067.0,15907.0,,st2014a.txt
2015,state,10,Delaware,10,,,,4239,5221,0.8119,552884,982,88792,641676,95.0,2.29,4047.3,70306.0,20146.0,,st2015a.txt
2016,state,10,Delaware,10,,,,4687,5804,0.8075,618631,1117,102915,721546,448.0,10.57,4356.7,74993.0,24833.0,,st2016a.txt
2017,state,10,Delaware,10,,,,5218,6601,0.7905,692137,1383,114332,806469,531.0,11.33,4714.7,80211.0,30051.0,,st2017a.txt
2018,state,10,Delaware,10,,,,5472,6003,0.9115,735935,531,52667,788602,254.0,4.87,5125.7,85683.0,35523.0,,st2018a.txt
2019,state,10,Delaware,10,,,,5573,6539,0.8523,751985,966,97117,849102,101.0,1.85,5421.0,91256.0,41096.0,,st2019a.txt
2020,state,10,Delaware,10,,,,7101,8455,0.8399,944269,1354,155108,1099377,1528.0,27.42,6048.7,98357.0,48197.0,7101.0,st2020a.txt
2021,state,10,Delaware,10,,,,7261,8500,0.8542,1047784,1239,127898,1175682,160.0,2.25,6645.0,105618.0,55458.0,14362.0,st2021a.txt
2022,state,10,Delaware,10,,,,5855,6417,0.9124,857464,562,55407,912871,-1406.0,-19.36,6739.0,111473.0,61313.0,20217.0,st2022a.txt
2023,state,10,Delaware,10,,,,4684,5765,0.8125,705623,1081,122108,827731,-1171.0,-20.0,5933.3,116157.0,65997.0,24901.0,st2023a.txt
2024,state,10,Delaware,10,,,,6236,7141,0.8733,894168,905,149173,1043341,1552.0,33.13,5591.7,122393.0,72233.0,31137.0,st2024a.txt
2000,state,11,District of Columbia,11,,,,187,806,0.232,21595,619,32397,53992,,,,187.0,,,st2000a.txt
2001,state,11,District of Columbia,11,,,,131,896,0.1462,15997,765,44368,60365,-56.0,-29.95,,318.0,,,st2001a.txt
2002,state,11,District of Columbia,11,,,,383,1591,0.2407,48259,1208,72292,120551,252.0,192.37,233.7,701.0,,,st2002a.txt
2003,state,11,District of Columbia,11,,,,152,1427,0.1065,18528,1275,77168,95696,-231.0,-60.31,222.0,853.0,,,st2003a.txt
2004,state,11,District of Columbia,11,,,,226,1936,0.1167,22155,1710,203060,225215,74.0,48.68,253.7,1079.0,,,st2004a.txt
2005,state,11,District of Columbia,11,,,,125,2860,0.0437,18278,2735,209856,228134,-101.0,-44.69,167.7,1204.0,,,st2005a.txt
2006,state,11,District of Columbia,11,,,,126,2105,0.0599,20359,1979,279158,299517,1.0,0.8,159.0,1330.0,,,st2006a.txt
2007,state,11,District of Columbia,11,,,,576,1910,0.3016,79380,1334,137456,216836,450.0,357.14,275.7,1906.0,,,st2007a.txt
2008,state,11,District of Columbia,11,,,,248,536,0.4627,40938,288,26183,67121,-328.0,-56.94,316.7,2154.0,,,st2008a.txt
2009,state,11,District of Columbia,11,,,,151,1126,0.1341,27682,975,103791,131473,-97.0,-39.11,325.0,2305.0,,,st2009a.txt
2010,state,11,District of Columbia,11,,,,177,739,0.2395,30730,562,74740,105470,26.0,17.22,192.0,2482.0,177.0,,st2010a.txt
2011,state,11,District of Columbia,11,,,,227,4612,0.0492,44743,4385,564626,609369,50.0,28.25,185.0,2709.0,404.0,,st2011a.txt
2012,state,11,District of Columbia,11,,,,271,3823,0.0709,48822,3552,422706,471528,44.0,19.38,225.0,2980.0,675.0,,st2012a.txt
2013,state,11,District of Columbia,11,,,,333,3255,0.1023,66917,2922,212971,279888,62.0,22.88,277.0,3313.0,1008.0,,st2013a.txt
2014,state,11,District of Columbia,11,,,,288,4189,0.0688,60904,3901,313492,374396,-45.0,-13.51,297.3,3601.0,1296.0,,st2014a.txt
2015,state,11,District of Columbia,11,,,,255,4956,0.0515,56961,4701,438060,495021,-33.0,-11.46,292.0,3856.0,1551.0,,st2015a.txt
2016,state,11,District of Columbia,11,,,,336,4690,0.0716,76260,4354,434258,510518,81.0,31.76,293.0,4192.0,1887.0,,st2016a.txt
2017,state,11,District of Columbia,11,,,,352,6037,0.0583,81026,5685,608511,689537,16.0,4.76,314.3,4544.0,2239.0,,st2017a.txt
2018,state,11,District of Columbia,11,,,,112,4615,0.0243,26302,4503,491937,518239,-240.0,-68.18,266.7,4656.0,2351.0,,st2018a.txt
2019,state,11,District of Columbia,11,,,,168,5945,0.0283,39785,5777,640754,680539,56.0,50.0,210.7,4824.0,2519.0,,st2019a.txt
2020,state,11,District of Columbia,11,,,,139,7370,0.0189,32491,7231,854103,886594,-29.0,-17.26,139.7,4963.0,2658.0,139.0,st2020a.txt
2021,state,11,District of Columbia,11,,,,376,4740,0.0793,89466,4364,536375,625841,237.0,170.5,227.7,5339.0,3034.0,515.0,st2021a.txt
2022,state,11,District of Columbia,11,,,,409,7705,0.0531,102757,7296,928069,1030826,33.0,8.78,308.0,5748.0,3443.0,924.0,st2022a.txt
2023,state,11,District of Columbia,11,,,,166,3020,0.055,45959,2854,381907,427866,-243.0,-59.41,317.0,5914.0,3609.0,1090.0,st2023a.txt
2024,state,11,District of Columbia,11,,,,146,1737,0.0841,41892,1591,228351,270243,-20.0,-12.05,240.3,6060.0,3755.0,1236.0,st2024a.txt
2000,state,12,Florida,12,,,,106447,155269,0.6856,13539656,48822,3922756,17462412,,,,106447.0,,,st2000a.txt
2001,state,12,Florida,12,,,,118702,167035,0.7106,15596898,48333,3868406,19465304,12255.0,11.51,,225149.0,,,st2001a.txt
2002,state,12,Florida,12,,,,128719,185431,0.6942,17912711,56712,4555091,22467802,10017.0,8.44,117956.0,353868.0,,,st2002a.txt
2003,state,12,Florida,12,,,,156852,213567,0.7344,23121200,56715,5230396,28351596,28133.0,21.86,134757.7,510720.0,,,st2003a.txt
2004,state,12,Florida,12,,,,187463,255893,0.7326,29600530,68430,7358877,36959407,30611.0,19.52,157678.0,698183.0,,,st2004a.txt
2005,state,12,Florida,12,,,,209162,287250,0.7282,36301042,78088,10501711,46802753,21699.0,11.58,184492.3,907345.0,,,st2005a.txt
2006,state,12,Florida,12,,,,146236,203238,0.7195,27901795,57002,7814498,35716293,-62926.0,-30.08,180953.7,1053581.0,,,st2006a.txt
2007,state,12,Florida,12,,,,70030,102551,0.6829,13972439,32521,4026345,17998784,-76206.0,-52.11,141809.3,1123611.0,,,st2007a.txt
2008,state,12,Florida,12,,,,38709,61042,0.6341,8485245,22333,2283874,10769119,-31321.0,-44.73,84991.7,1162320.0,,,st2008a.txt
2009,state,12,Florida,12,,,,26636,35329,0.7539,5899912,8693,888774,6788686,-12073.0,-31.19,45125.0,1188956.0,,,st2009a.txt
2010,state,12,Florida,12,,,,30040,38679,0.7766,6932923,8639,890621,7823544,3404.0,12.78,31795.0,1218996.0,30040.0,,st2010a.txt
2011,state,12,Florida,12,,,,31874,42360,0.7525,7787368,10486,1027242,8814610,1834.0,6.11,29516.7,1250870.0,61914.0,,st2011a.txt
2012,state,12,Florida,12,,,,42178,64810,0.6508,10940396,22632,2261095,13201491,10304.0,32.33,34697.3,1293048.0,104092.0,,st2012a.txt
2013,state,12,Florida,12,,,,55385,86752,0.6384,15011842,31367,3149644,18161486,13207.0,31.31,43145.7,1348433.0,159477.0,,st2013a.txt
2014,state,12,Florida,12,,,,56250,84075,0.669,15742672,27825,3806097,19548769,865.0,1.56,51271.0,1404683.0,215727.0,,st2014a.txt
2015,state,12,Florida,12,,,,67670,109924,0.6156,18053910,42254,5385219,23439129,11420.0,20.3,59768.3,1472353.0,283397.0,,st2015a.txt
2016,state,12,Florida,12,,,,75148,116240,0.6465,20334523,41092,5528979,25863502,7478.0,11.05,66356.0,1547501.0,358545.0,,st2016a.txt
2017,state,12,Florida,12,,,,85267,122719,0.6948,22944982,37452,5150307,28095289,10119.0,13.47,76028.3,1632768.0,443812.0,,st2017a.txt
2018,state,12,Florida,12,,,,97055,144427,0.672,25453557,47372,6090157,31543714,11788.0,13.82,85823.3,1729823.0,540867.0,,st2018a.txt
2019,state,12,Florida,12,,,,99831,154302,0.647,25773822,54471,7436649,33210471,2776.0,2.86,94051.0,1829654.0,640698.0,,st2019a.txt
2020,state,12,Florida,12,,,,115250,164074,0.7024,30182836,48824,6701340,36884176,15419.0,15.45,104045.3,1944904.0,755948.0,115250.0,st2020a.txt
2021,state,12,Florida,12,,,,148735,213494,0.6967,39939407,64759,9386528,49325935,33485.0,29.05,121272.0,2093639.0,904683.0,263985.0,st2021a.txt
2022,state,12,Florida,12,,,,132959,209961,0.6333,40267682,77002,10982724,51250406,-15776.0,-10.61,132314.7,2226598.0,1037642.0,396944.0,st2022a.txt
2023,state,12,Florida,12,,,,125773,193788,0.649,38625809,68015,12110635,50736444,-7186.0,-5.4,135822.3,2352371.0,1163415.0,522717.0,st2023a.txt
2024,state,12,Florida,12,,,,123359,173326,0.7117,39028721,49967,10324153,49352874,-2414.0,-1.92,127363.7,2475730.0,1286774.0,646076.0,st2024a.txt
2000,state,13,Georgia,13,,,,68852,91820,0.7499,7586218,22968,1136028,8722246,,,,68852.0,,,st2000a.txt
2001,state,13,Georgia,13,,,,71531,93059,0.7687,8266079,21528,1195644,9461723,2679.0,3.89,,140383.0,,,st2001a.txt
2002,state,13,Georgia,13,,,,75529,97523,0.7745,8830328,21994,1215215,10045543,3998.0,5.59,71970.7,215912.0,,,st2002a.txt
2003,state,13,Georgia,13,,,,80683,96704,0.8343,9893972,16021,943244,10837216,5154.0,6.82,75914.3,296595.0,,,st2003a.txt
2004,state,13,Georgia,13,,,,87731,108356,0.8097,11486252,20625,1397956,12884208,7048.0,8.74,81314.3,384326.0,,,st2004a.txt
2005,state,13,Georgia,13,,,,94467,109336,0.864,12960733,14869,1112812,14073545,6736.0,7.68,87627.0,478793.0,,,st2005a.txt
2006,state,13,Georgia,13,,,,86106,104200,0.8264,12951834,18094,1502959,14454793,-8361.0,-8.85,89434.7,564899.0,,,st2006a.txt
2007,state,13,Georgia,13,,,,55210,73165,0.7546,8846015,17955,1592554,10438569,-30896.0,-35.88,78594.3,620109.0,,,st2007a.txt
2008,state,13,Georgia,13,,,,24879,35368,0.7034,4039898,10489,915009,4954907,-30331.0,-54.94,55398.3,644988.0,,,st2008a.txt
2009,state,13,Georgia,13,,,,14674,18228,0.805,2342335,3554,275785,2618120,-10205.0,-41.02,31587.7,659662.0,,,st2009a.txt
2010,state,13,Georgia,13,,,,14779,17265,0.856,2454770,2486,204464,2659234,105.0,0.72,18110.7,674441.0,14779.0,,st2010a.txt
2011,state,13,Georgia,13,,,,13817,18493,0.7471,2397726,4676,363049,2760775,-962.0,-6.51,14423.3,688258.0,28596.0,,st2011a.txt
2012,state,13,Georgia,13,,,,17297,24350,0.7103,3179454,7053,675866,3855320,3480.0,25.19,15297.7,705555.0,45893.0,,st2012a.txt
2013,state,13,Georgia,13,,,,24810,36174,0.6859,4580424,11364,1074890,5655314,7513.0,43.44,18641.3,730365.0,70703.0,,st2013a.txt
2014,state,13,Georgia,13,,,,27503,39423,0.6976,5399354,11920,1142029,6541383,2693.0,10.85,23203.3,757868.0,98206.0,,st2014a.txt
2015,state,13,Georgia,13,,,,32621,45549,0.7162,6514461,12928,1440640,7955101,5118.0,18.61,28311.3,790489.0,130827.0,,st2015a.txt
2016,state,13,Georgia,13,,,,36481,51675,0.706,7684460,15194,1696217,9380677,3860.0,11.83,32201.7,826970.0,167308.0,,st2016a.txt
2017,state,13,Georgia,13,,,,40311,51240,0.7867,8631824,10929,1287913,9919737,3830.0,10.5,36471.0,867281.0,207619.0,,st2017a.txt
2018,state,13,Georgia,13,,,,42287,59315,0.7129,9080368,17028,2065831,11146199,1976.0,4.9,39693.0,909568.0,249906.0,,st2018a.txt
2019,state,13,Georgia,13,,,,42939,53823,0.7978,9343379,10884,1338199,10681578,652.0,1.54,41845.7,952507.0,292845.0,,st2019a.txt
2020,state,13,Georgia,13,,,,47982,55827,0.8595,10620135,7845,972436,11592571,5043.0,11.74,44402.7,1000489.0,340827.0,47982.0,st2020a.txt
2021,state,13,Georgia,13,,,,53419,67223,0.7947,12603896,13804,1833337,14437233,5437.0,11.33,48113.3,1053908.0,394246.0,101401.0,st2021a.txt
2022,state,13,Georgia,13,,,,47026,77542,0.6065,12139618,30516,3896020,16035638,-6393.0,-11.97,49475.7,1100934.0,441272.0,148427.0,st2022a.txt
2023,state,13,Georgia,13,,,,44405,63621,0.698,11954728,19216,2720210,14674938,-2621.0,-5.57,48283.3,1145339.0,485677.0,192832.0,st2023a.txt
2024,state,13,Georgia,13,,,,48243,68367,0.7056,13307067,20124,2890590,16197657,3838.0,8.64,46558.0,1193582.0,533920.0,241075.0,st2024a.txt
2000,state,15,Hawaii,15,,,,4255,4905,0.8675,744807,650,78556,823363,,,,4255.0,,,st2000a.txt
2001,state,15,Hawaii,15,,,,4025,4790,0.8403,730888,765,81301,812189,-230.0,-5.41,,8280.0,,,st2001a.txt
2002,state,15,Hawaii,15,,,,4562,5902,0.773,956771,1340,164373,1121144,537.0,13.34,4280.7,12842.0,,,st2002a.txt
2003,state,15,Hawaii,15,,,,6213,7284,0.853,1166681,1071,149409,1316090,1651.0,36.19,4933.3,19055.0,,,st2003a.txt
2004,state,15,Hawaii,15,,,,5603,9034,0.6202,1184321,3431,557399,1741720,-610.0,-9.82,5459.3,24658.0,,,st2004a.txt
2005,state,15,Hawaii,15,,,,6641,9828,0.6757,1510946,3187,539106,2050052,1038.0,18.53,6152.3,31299.0,,,st2005a.txt
2006,state,15,Hawaii,15,,,,5597,7530,0.7433,1476433,1933,284772,1761205,-1044.0,-15.72,5947.0,36896.0,,,st2006a.txt
2007,state,15,Hawaii,15,,,,4482,6972,0.6429,1313039,2490,411280,1724319,-1115.0,-19.92,5573.3,41378.0,,,st2007a.txt
2008,state,15,Hawaii,15,,,,2510,4115,0.61,814225,1605,356739,1170964,-1972.0,-44.0,4196.3,43888.0,,,st2008a.txt
2009,state,15,Hawaii,15,,,,2002,2617,0.765,566920,615,212090,779010,-508.0,-20.24,2998.0,45890.0,,,st2009a.txt
2010,state,15,Hawaii,15,,,,1919,3442,0.5575,587827,1523,185186,773013,-83.0,-4.15,2143.7,47809.0,1919.0,,st2010a.txt
2011,state,15,Hawaii,15,,,,1632,2743,0.595,512567,1111,141317,653884,-287.0,-14.96,1851.0,49441.0,3551.0,,st2011a.txt
2012,state,15,Hawaii,15,,,,1940,2993,0.6482,600908,1053,156073,756981,308.0,18.87,1830.3,51381.0,5491.0,,st2012a.txt
2013,state,15,Hawaii,15,,,,2358,3882,0.6074,731486,1524,287785,1019271,418.0,21.55,1976.7,53739.0,7849.0,,st2013a.txt
2014,state,15,Hawaii,15,,,,2197,3066,0.7166,853697,869,158089,1011786,-161.0,-6.83,2165.0,55936.0,10046.0,,st2014a.txt
2015,state,15,Hawaii,15,,,,2356,5422,0.4345,971166,3066,611229,1582395,159.0,7.24,2303.7,58292.0,12402.0,,st2015a.txt
2016,state,15,Hawaii,15,,,,2044,3369,0.6067,820110,1325,446023,1266133,-312.0,-13.24,2199.0,60336.0,14446.0,,st2016a.txt
2017,state,15,Hawaii,15,,,,2534,4035,0.628,865046,1501,267318,1132364,490.0,23.97,2311.3,62870.0,16980.0,,st2017a.txt
2018,state,15,Hawaii,15,,,,2592,4659,0.5563,935240,2067,424641,1359881,58.0,2.29,2390.0,65462.0,19572.0,,st2018a.txt
2019,state,15,Hawaii,15,,,,2547,4093,0.6223,964399,1546,319423,1283822,-45.0,-1.74,2557.7,68009.0,22119.0,,st2019a.txt
2020,state,15,Hawaii,15,,,,2171,3164,0.6862,955776,993,213994,1169770,-376.0,-14.76,2436.7,70180.0,24290.0,2171.0,st2020a.txt
2021,state,15,Hawaii,15,,,,2445,3459,0.7069,1071187,1014,324853,1396040,274.0,12.62,2387.7,72625.0,26735.0,4616.0,st2021a.txt
2022,state,15,Hawaii,15,,,,2033,4303,0.4725,1027636,2270,760292,1787928,-412.0,-16.85,2216.3,74658.0,28768.0,6649.0,st2022a.txt
2023,state,15,Hawaii,15,,,,2360,3791,0.6225,1151618,1431,454284,1605902,327.0,16.08,2279.3,77018.0,31128.0,9009.0,st2023a.txt
2024,state,15,Hawaii,15,,,,2444,3879,0.6301,1248556,1435,463749,1712305,84.0,3.56,2279.0,79462.0,33572.0,11453.0,st2024a.txt
2000,state,16,Idaho,16,,,,9681,10915,0.8869,1287171,1234,71763,1358934,,,,9681.0,,,st2000a.txt
2001,state,16,Idaho,16,,,,9738,11820,0.8239,1339743,2082,108634,1448377,57.0,0.59,,19419.0,,,st2001a.txt
2002,state,16,Idaho,16,,,,10845,13488,0.804,1486225,2643,139702,1625927,1107.0,11.37,10088.0,30264.0,,,st2002a.txt
2003,state,16,Idaho,16,,,,12601,15091,0.835,1810929,2490,131733,1942662,1756.0,16.19,11061.3,42865.0,,,st2003a.txt
2004,state,16,Idaho,16,,,,15273,18108,0.8434,2442917,2835,180768,2623685,2672.0,21.2,12906.3,58138.0,,,st2004a.txt
2005,state,16,Idaho,16,,,,19172,21578,0.8885,3316506,2406,195106,3511612,3899.0,25.53,15682.0,77310.0,,,st2005a.txt
2006,state,16,Idaho,16,,,,14789,17075,0.8661,2728998,2286,258262,2987260,-4383.0,-22.86,16411.3,92099.0,,,st2006a.txt
2007,state,16,Idaho,16,,,,9551,12105,0.789,1835853,2554,274837,2110690,-5238.0,-35.42,14504.0,101650.0,,,st2007a.txt
2008,state,16,Idaho,16,,,,5673,6470,0.8768,1049389,797,80630,1130019,-3878.0,-40.6,10004.3,107323.0,,,st2008a.txt
2009,state,16,Idaho,16,,,,4274,4863,0.8789,756014,589,48847,804861,-1399.0,-24.66,6499.3,111597.0,,,st2009a.txt
2010,state,16,Idaho,16,,,,3568,4153,0.8591,677782,585,54660,732442,-706.0,-16.52,4505.0,115165.0,3568.0,,st2010a.txt
2011,state,16,Idaho,16,,,,3163,3815,0.8291,681565,652,51204,732769,-405.0,-11.35,3668.3,118328.0,6731.0,,st2011a.txt
2012,state,16,Idaho,16,,,,5036,6265,0.8038,1037556,1229,86676,1124232,1873.0,59.22,3922.3,123364.0,11767.0,,st2012a.txt
2013,state,16,Idaho,16,,,,6360,8110,0.7842,1383562,1750,162601,1546163,1324.0,26.29,4853.0,129724.0,18127.0,,st2013a.txt
2014,state,16,Idaho,16,,,,6293,8797,0.7154,1422095,2504,232698,1654793,-67.0,-1.05,5896.3,136017.0,24420.0,,st2014a.txt
2015,state,16,Idaho,16,,,,7784,9954,0.782,1754497,2170,179569,1934066,1491.0,23.69,6812.3,143801.0,32204.0,,st2015a.txt
2016,state,16,Idaho,16,,,,9739,12165,0.8006,2140004,2426,227550,2367554,1955.0,25.12,7938.7,153540.0,41943.0,,st2016a.txt
2017,state,16,Idaho,16,,,,11019,14183,0.7769,2466909,3164,324580,2791489,1280.0,13.14,9514.0,164559.0,52962.0,,st2017a.txt
2018,state,16,Idaho,16,,,,12176,15824,0.7695,2718111,3648,380984,3099095,1157.0,10.5,10978.0,176735.0,65138.0,,st2018a.txt
2019,state,16,Idaho,16,,,,12978,17716,0.7326,2893095,4738,508393,3401488,802.0,6.59,12057.7,189713.0,78116.0,,st2019a.txt
2020,state,16,Idaho,16,,,,14969,19130,0.7825,3471574,4161,477016,3948590,1991.0,15.34,13374.3,204682.0,93085.0,14969.0,st2020a.txt
2021,state,16,Idaho,16,,,,16154,21732,0.7433,4213834,5578,735485,4949319,1185.0,7.92,14700.3,220836.0,109239.0,31123.0,st2021a.txt
2022,state,16,Idaho,16,,,,11912,18706,0.6368,3628011,6794,1070603,4698614,-4242.0,-26.26,14345.0,232748.0,121151.0,43035.0,st2022a.txt
2023,state,16,Idaho,16,,,,12081,17919,0.6742,3497517,5838,926907,4424424,169.0,1.42,13382.3,244829.0,133232.0,55116.0,st2023a.txt
2024,state,16,Idaho,16,,,,14821,17630,0.8407,4208155,2809,432566,4640721,2740.0,22.68,12938.0,259650.0,148053.0,69937.0,st2024a.txt
2000,state,17,Illinois,17,,,,37817,51944,0.728,5612169,14127,915787,6527956,,,,37817.0,,,st2000a.txt
2001,state,17,Illinois,17,,,,39362,54839,0.7178,6114050,15477,1027261,7141311,1545.0,4.09,,77179.0,,,st2001a.txt
2002,state,17,Illinois,17,,,,42545,60971,0.6978,6878726,18426,1666857,8545583,3183.0,8.09,39908.0,119724.0,,,st2002a.txt
2003,state,17,Illinois,17,,,,45379,62211,0.7294,7806351,16832,1299226,9105577,2834.0,6.66,42428.7,165103.0,,,st2003a.txt
2004,state,17,Illinois,17,,,,46207,59753,0.7733,8387644,13546,1163442,9551086,828.0,1.82,44710.3,211310.0,,,st2004a.txt
2005,state,17,Illinois,17,,,,47705,66942,0.7126,9296529,19237,1667376,10963905,1498.0,3.24,46430.3,259015.0,,,st2005a.txt
2006,state,17,Illinois,17,,,,37903,58802,0.6446,7691452,20899,1778840,9470292,-9802.0,-20.55,43938.3,296918.0,,,st2006a.txt
2007,state,17,Illinois,17,,,,24511,43020,0.5698,5260539,18509,1675518,6936057,-13392.0,-35.33,36706.3,321429.0,,,st2007a.txt
2008,state,17,Illinois,17,,,,11827,22528,0.525,2661194,10701,1121967,3783161,-12684.0,-51.75,24747.0,333256.0,,,st2008a.txt
2009,state,17,Illinois,17,,,,7844,10859,0.7224,1698534,3015,402129,2100663,-3983.0,-33.68,14727.3,341100.0,,,st2009a.txt
2010,state,17,Illinois,17,,,,7624,12318,0.6189,1701148,4694,711238,2412386,-220.0,-2.8,9098.3,348724.0,7624.0,,st2010a.txt
2011,state,17,Illinois,17,,,,6834,11809,0.5787,1569754,4975,548304,2118058,-790.0,-10.36,7434.0,355558.0,14458.0,,st2011a.txt
2012,state,17,Illinois,17,,,,8564,13797,0.6207,1980125,5233,640766,2620891,1730.0,25.31,7674.0,364122.0,23022.0,,st2012a.txt
2013,state,17,Illinois,17,,,,9869,15545,0.6349,2423667,5676,663435,3087102,1305.0,15.24,8422.3,373991.0,32891.0,,st2013a.txt
2014,state,17,Illinois,17,,,,10553,20578,0.5128,2731448,10025,1480292,4211740,684.0,6.93,9662.0,384544.0,43444.0,,st2014a.txt
2015,state,17,Illinois,17,,,,10076,19571,0.5148,2648347,9495,1488249,4136596,-477.0,-4.52,10166.0,394620.0,53520.0,,st2015a.txt
2016,state,17,Illinois,17,,,,10187,22603,0.4507,2719891,12416,1668587,4388478,111.0,1.1,10272.0,404807.0,63707.0,,st2016a.txt
2017,state,17,Illinois,17,,,,10181,24992,0.4074,2695587,14811,1909100,4604687,-6.0,-0.06,10148.0,414988.0,73888.0,,st2017a.txt
2018,state,17,Illinois,17,,,,10041,21510,0.4668,2618789,11469,1417492,4036281,-140.0,-1.38,10136.3,425029.0,83929.0,,st2018a.txt
2019,state,17,Illinois,17,,,,8745,20524,0.4261,2349803,11779,1376654,3726457,-1296.0,-12.91,9655.7,433774.0,92674.0,,st2019a.txt
2020,state,17,Illinois,17,,,,9237,18058,0.5115,2502874,8821,1143424,3646298,492.0,5.63,9341.0,443011.0,101911.0,9237.0,st2020a.txt
2021,state,17,Illinois,17,,,,10937,19658,0.5564,3208508,8721,1064117,4272625,1700.0,18.4,9639.7,453948.0,112848.0,20174.0,st2021a.txt
2022,state,17,Illinois,17,,,,9765,20549,0.4752,3082322,10784,1667790,4750112,-1172.0,-10.72,9979.7,463713.0,122613.0,29939.0,st2022a.txt
2023,state,17,Illinois,17,,,,9554,16863,0.5666,3238697,7309,1282240,4520937,-211.0,-2.16,10085.3,473267.0,132167.0,39493.0,st2023a.txt
2024,state,17,Illinois,17,,,,10326,20326,0.508,3657431,10000,2123955,5781386,772.0,8.08,9881.7,483593.0,142493.0,49819.0,st2024a.txt
2000,state,18,Indiana,18,,,,30417,37903,0.8025,4043635,7486,370804,4414439,,,,30417.0,,,st2000a.txt
2001,state,18,Indiana,18,,,,32376,39117,0.8277,4494309,6741,382513,4876822,1959.0,6.44,,62793.0,,,st2001a.txt
2002,state,18,Indiana,18,,,,30794,39596,0.7777,4480439,8802,499068,4979507,-1582.0,-4.89,31195.7,93587.0,,,st2002a.txt
2003,state,18,Indiana,18,,,,31891,39421,0.809,4859081,7530,533641,5392722,1097.0,3.56,31687.0,125478.0,,,st2003a.txt
2004,state,18,Indiana,18,,,,32172,39233,0.82,5159683,7061,450745,5610428,281.0,0.88,31619.0,157650.0,,,st2004a.txt
2005,state,18,Indiana,18,,,,32116,38476,0.8347,5376229,6360,430273,5806502,-56.0,-0.17,32059.7,189766.0,,,st2005a.txt
2006,state,18,Indiana,18,,,,24438,29069,0.8407,4343823,4631,344110,4687933,-7678.0,-23.91,29575.3,214204.0,,,st2006a.txt
2007,state,18,Indiana,18,,,,19232,23841,0.8067,3507797,4609,384928,3892725,-5206.0,-21.3,25262.0,233436.0,,,st2007a.txt
2008,state,18,Indiana,18,,,,11780,16631,0.7083,2136514,4851,333750,2470264,-7452.0,-38.75,18483.3,245216.0,,,st2008a.txt
2009,state,18,Indiana,18,,,,9666,12555,0.7699,1704509,2889,228030,1932539,-2114.0,-17.95,13559.3,254882.0,,,st2009a.txt
2010,state,18,Indiana,18,,,,9773,13083,0.747,1714875,3310,245899,1960774,107.0,1.11,10406.3,264655.0,9773.0,,st2010a.txt
2011,state,18,Indiana,18,,,,9324,12618,0.7389,1738701,3294,236855,1975556,-449.0,-4.59,9587.7,273979.0,19097.0,,st2011a.txt
2012,state,18,Indiana,18,,,,10112,13781,0.7338,2063972,3669,285939,2349911,788.0,8.45,9736.3,284091.0,29209.0,,st2012a.txt
2013,state,18,Indiana,18,,,,12089,17950,0.6735,2631508,5861,434280,3065788,1977.0,19.55,10508.3,296180.0,41298.0,,st2013a.txt
2014,state,18,Indiana,18,,,,12140,17816,0.6814,2748532,5676,473644,3222176,51.0,0.42,11447.0,308320.0,53438.0,,st2014a.txt
2015,state,18,Indiana,18,,,,12646,18483,0.6842,2929210,5837,807834,3737044,506.0,4.17,12291.7,320966.0,66084.0,,st2015a.txt
2016,state,18,Indiana,18,,,,14068,18713,0.7518,3417822,4645,458025,3875847,1422.0,11.24,12951.3,335034.0,80152.0,,st2016a.txt
2017,state,18,Indiana,18,,,,16075,21664,0.742,4038599,5589,544900,4583499,2007.0,14.27,14263.0,351109.0,96227.0,,st2017a.txt
2018,state,18,Indiana,18,,,,16416,21480,0.7642,4269197,5064,610660,4879857,341.0,2.12,15519.7,367525.0,112643.0,,st2018a.txt
2019,state,18,Indiana,18,,,,16308,22309,0.731,4298385,6001,689981,4988366,-108.0,-0.66,16266.3,383833.0,128951.0,,st2019a.txt
2020,state,18,Indiana,18,,,,18979,24919,0.7616,5209930,5940,662368,5872298,2671.0,16.38,17234.3,402812.0,147930.0,18979.0,st2020a.txt
2021,state,18,Indiana,18,,,,22225,29860,0.7443,6692956,7635,890292,7583248,3246.0,17.1,19170.7,425037.0,170155.0,41204.0,st2021a.txt
2022,state,18,Indiana,18,,,,18728,28245,0.6631,6059998,9517,1136042,7196040,-3497.0,-15.73,19977.3,443765.0,188883.0,59932.0,st2022a.txt
2023,state,18,Indiana,18,,,,17046,27055,0.63,5961199,10009,1734290,7695489,-1682.0,-8.98,19333.0,460811.0,205929.0,76978.0,st2023a.txt
2024,state,18,Indiana,18,,,,20082,26633,0.754,6951719,6551,1181353,8133072,3036.0,17.81,18618.7,480893.0,226011.0,97060.0,st2024a.txt
2000,state,19,Iowa,19,,,,8470,12500,0.6776,1098818,4030,234366,1333184,,,,8470.0,,,st2000a.txt
