geo_level,geography_id,geography_name,missing_year
county,02105,Hoonah-Angoon Census Area,2005
county,02105,Hoonah-Angoon Census Area,2006
county,02105,Hoonah-Angoon Census Area,2007
county,02105,Hoonah-Angoon Census Area,2008
county,02105,Hoonah-Angoon Census Area,2009
county,02105,Hoonah-Angoon Census Area,2010
county,02105,Hoonah-Angoon Census Area,2011
county,02105,Hoonah-Angoon Census Area,2012
county,02105,Hoonah-Angoon Census Area,2013
county,02105,Hoonah-Angoon Census Area,2025
county,02195,Petersburg Borough,2000
county,02195,Petersburg Borough,2001
county,02195,Petersburg Borough,2002
county,02195,Petersburg Borough,2003
county,02195,Petersburg Borough,2004
county,02195,Petersburg Borough,2005
county,02195,Petersburg Borough,2006
county,02195,Petersburg Borough,2007
county,02195,Petersburg Borough,2008
county,02195,Petersburg Borough,2009
county,02195,Petersburg Borough,2010
county,02195,Petersburg Borough,2011
county,02195,Petersburg Borough,2012
county,02195,Petersburg Borough,2013
county,02195,Petersburg Borough,2025
county,02198,Prince of Wales-Hyder Census A,2000
county,02198,Prince of Wales-Hyder Census A,2001
county,02198,Prince of Wales-Hyder Census A,2002
county,02198,Prince of Wales-Hyder Census A,2003
county,02198,Prince of Wales-Hyder Census A,2004
county,02198,Prince of Wales-Hyder Census A,2005
county,02198,Prince of Wales-Hyder Census A,2006
county,02198,Prince of Wales-Hyder Census A,2007
county,02198,Prince of Wales-Hyder Census A,2008
county,02198,Prince of Wales-Hyder Census A,2009
county,02198,Prince of Wales-Hyder Census A,2010
county,02198,Prince of Wales-Hyder Census A,2011
county,02198,Prince of Wales-Hyder Census A,2012
county,02198,Prince of Wales-Hyder Census A,2013
county,02198,Prince of Wales-Hyder Census A,2025
county,02230,Skagway Municipality,2000
county,02230,Skagway Municipality,2001
county,02230,Skagway Municipality,2002
county,02230,Skagway Municipality,2003
county,02230,Skagway Municipality,2004
county,02230,Skagway Municipality,2005
county,02230,Skagway Municipality,2006
county,02230,Skagway Municipality,2007
county,02230,Skagway Municipality,2008
county,02230,Skagway Municipality,2009
county,02230,Skagway Municipality,2010
county,02230,Skagway Municipality,2011
county,02230,Skagway Municipality,2012
county,02230,Skagway Municipality,2013
county,02230,Skagway Municipality,2025
county,02275,Wrangell City and Borough,2000
county,02275,Wrangell City and Borough,2001
county,02275,Wrangell City and Borough,2002
county,02275,Wrangell City and Borough,2003
county,02275,Wrangell City and Borough,2004
county,02275,Wrangell City and Borough,2005
county,02275,Wrangell City and Borough,2006
county,02275,Wrangell City and Borough,2007
county,02275,Wrangell City and Borough,2008
county,02275,Wrangell City and Borough,2009
county,02275,Wrangell City and Borough,2010
county,02275,Wrangell City and Borough,2011
county,02275,Wrangell City and Borough,2012
county,02275,Wrangell City and Borough,2013
county,02275,Wrangell City and Borough,2025
county,13183,Long County,2000
county,13183,Long County,2001
county,13183,Long County,2002
county,13183,Long County,2003
county,13183,Long County,2004
county,13183,Long County,2005
county,13183,Long County,2006
county,13183,Long County,2007
county,13183,Long County,2008
county,13183,Long County,2009
county,13183,Long County,2010
county,13183,Long County,2011
county,13183,Long County,2012
county,13183,Long County,2013
county,13183,Long County,2014
county,13183,Long County,2025
county,13307,Webster County,2000
county,13307,Webster County,2001
county,13307,Webster County,2002
county,13307,Webster County,2003
county,13307,Webster County,2004
county,13307,Webster County,2005
county,13307,Webster County,2006
county,13307,Webster County,2007
county,13307,Webster County,2008
county,13307,Webster County,2009
county,13307,Webster County,2010
county,13307,Webster County,2011
county,13307,Webster County,2012
county,13307,Webster County,2013
county,13307,Webster County,2014
county,13307,Webster County,2025
county,17169,Schuyler County,2000
county,17169,Schuyler County,2001
county,17169,Schuyler County,2002
county,17169,Schuyler County,2003
county,17169,Schuyler County,2004
county,17169,Schuyler County,2005
county,17169,Schuyler County,2006
county,17169,Schuyler County,2007
county,17169,Schuyler County,2008
county,17169,Schuyler County,2009
county,17169,Schuyler County,2010
county,17169,Schuyler County,2011
county,17169,Schuyler County,2012
county,17169,Schuyler County,2013
county,17169,Schuyler County,2014
county,17169,Schuyler County,2025
county,20083,Hodgeman County,2000
county,20083,Hodgeman County,2001
county,20083,Hodgeman County,2002
county,20083,Hodgeman County,2003
county,20083,Hodgeman County,2004
county,20083,Hodgeman County,2005
county,20083,Hodgeman County,2006
county,20083,Hodgeman County,2007
county,20083,Hodgeman County,2008
county,20083,Hodgeman County,2009
county,20083,Hodgeman County,2010
county,20083,Hodgeman County,2011
county,20083,Hodgeman County,2012
county,20083,Hodgeman County,2013
county,20083,Hodgeman County,2014
county,20083,Hodgeman County,2025
county,21003,Allen County,2000
county,21003,Allen County,2001
county,21003,Allen County,2002
county,21003,Allen County,2003
county,21003,Allen County,2004
county,21003,Allen County,2005
county,21003,Allen County,2006
county,21003,Allen County,2007
county,21003,Allen County,2008
county,21003,Allen County,2009
county,21003,Allen County,2010
county,21003,Allen County,2011
county,21003,Allen County,2012
county,21003,Allen County,2013
county,21003,Allen County,2014
county,21003,Allen County,2025
county,21197,Powell County,2000
county,21197,Powell County,2001
county,21197,Powell County,2002
county,21197,Powell County,2003
county,21197,Powell County,2004
county,21197,Powell County,2005
county,21197,Powell County,2006
county,21197,Powell County,2007
county,21197,Powell County,2008
county,21197,Powell County,2009
county,21197,Powell County,2010
county,21197,Powell County,2011
county,21197,Powell County,2012
county,21197,Powell County,2013
county,21197,Powell County,2014
county,21197,Powell County,2025
county,29223,Wayne County,2000
county,29223,Wayne County,2001
county,29223,Wayne County,2002
county,29223,Wayne County,2003
county,29223,Wayne County,2004
county,29223,Wayne County,2005
county,29223,Wayne County,2006
county,29223,Wayne County,2007
county,29223,Wayne County,2008
county,29223,Wayne County,2009
county,29223,Wayne County,2010
county,29223,Wayne County,2011
county,29223,Wayne County,2012
county,29223,Wayne County,2013
county,29223,Wayne County,2014
county,29223,Wayne County,2023
county,29223,Wayne County,2024
county,29223,Wayne County,2025
county,31075,Grant County,2000
county,31075,Grant County,2001
county,31075,Grant County,2002
county,31075,Grant County,2003
county,31075,Grant County,2004
county,31075,Grant County,2005
county,31075,Grant County,2006
county,31075,Grant County,2007
county,31075,Grant County,2008
county,31075,Grant County,2009
county,31075,Grant County,2010
county,31075,Grant County,2011
county,31075,Grant County,2012
county,31075,Grant County,2013
county,31075,Grant County,2014
county,31075,Grant County,2023
county,31075,Grant County,2024
county,31075,Grant County,2025
county,31117,McPherson County,2000
county,31117,McPherson County,2001
county,31117,McPherson County,2002
county,31117,McPherson County,2003
county,31117,McPherson County,2004
county,31117,McPherson County,2005
county,31117,McPherson County,2006
county,31117,McPherson County,2007
county,31117,McPherson County,2008
county,31117,McPherson County,2009
county,31117,McPherson County,2010
county,31117,McPherson County,2011
county,31117,McPherson County,2012
county,31117,McPherson County,2013
county,31117,McPherson County,2014
county,31117,McPherson County,2025
county,31171,Thomas County,2000
county,31171,Thomas County,2001
county,31171,Thomas County,2002
county,31171,Thomas County,2003
county,31171,Thomas County,2004
county,31171,Thomas County,2005
county,31171,Thomas County,2006
county,31171,Thomas County,2007
county,31171,Thomas County,2008
county,31171,Thomas County,2009
county,31171,Thomas County,2010
county,31171,Thomas County,2011
county,31171,Thomas County,2012
county,31171,Thomas County,2013
county,31171,Thomas County,2014
county,31171,Thomas County,2025
county,46017,Buffalo County,2000
county,46017,Buffalo County,2001
county,46017,Buffalo County,2002
county,46017,Buffalo County,2003
county,46017,Buffalo County,2004
county,46017,Buffalo County,2005
county,46017,Buffalo County,2006
county,46017,Buffalo County,2007
county,46017,Buffalo County,2008
county,46017,Buffalo County,2009
county,46017,Buffalo County,2010
county,46017,Buffalo County,2011
county,46017,Buffalo County,2012
county,46017,Buffalo County,2013
county,46017,Buffalo County,2014
county,46017,Buffalo County,2023
county,46017,Buffalo County,2024
county,46017,Buffalo County,2025
county,47007,Bledsoe County,2000
county,47007,Bledsoe County,2001
county,47007,Bledsoe County,2002
county,47007,Bledsoe County,2003
county,47007,Bledsoe County,2004
county,47007,Bledsoe County,2005
county,47007,Bledsoe County,2006
county,47007,Bledsoe County,2007
county,47007,Bledsoe County,2008
county,47007,Bledsoe County,2009
county,47007,Bledsoe County,2010
county,47007,Bledsoe County,2011
county,47007,Bledsoe County,2012
county,47007,Bledsoe County,2013
county,47007,Bledsoe County,2014
county,47007,Bledsoe County,2025
county,47027,Clay County,2000
county,47027,Clay County,2001
county,47027,Clay County,2002
county,47027,Clay County,2003
county,47027,Clay County,2004
county,47027,Clay County,2005
county,47027,Clay County,2006
county,47027,Clay County,2007
county,47027,Clay County,2008
county,47027,Clay County,2009
county,47027,Clay County,2010
county,47027,Clay County,2011
county,47027,Clay County,2012
county,47027,Clay County,2013
county,47027,Clay County,2014
county,47027,Clay County,2025
county,47175,Van Buren County,2000
county,47175,Van Buren County,2001
county,47175,Van Buren County,2002
county,47175,Van Buren County,2003
county,47175,Van Buren County,2004
county,47175,Van Buren County,2005
county,47175,Van Buren County,2006
county,47175,Van Buren County,2007
county,47175,Van Buren County,2008
county,47175,Van Buren County,2009
county,47175,Van Buren County,2010
county,47175,Van Buren County,2011
county,47175,Van Buren County,2012
county,47175,Van Buren County,2013
county,47175,Van Buren County,2014
county,47175,Van Buren County,2025
county,48095,Concho County,2000
county,48095,Concho County,2001
county,48095,Concho County,2002
county,48095,Concho County,2003
county,48095,Concho County,2004
county,48095,Concho County,2005
county,48095,Concho County,2006
county,48095,Concho County,2007
county,48095,Concho County,2008
county,48095,Concho County,2009
county,48095,Concho County,2010
county,48095,Concho County,2011
county,48095,Concho County,2012
county,48095,Concho County,2013
county,48095,Concho County,2014
county,48095,Concho County,2025
county,48175,Goliad County,2000
county,48175,Goliad County,2001
county,48175,Goliad County,2002
county,48175,Goliad County,2003
county,48175,Goliad County,2004
county,48175,Goliad County,2005
county,48175,Goliad County,2006
county,48175,Goliad County,2007
county,48175,Goliad County,2008
county,48175,Goliad County,2009
county,48175,Goliad County,2010
county,48175,Goliad County,2011
county,48175,Goliad County,2012
county,48175,Goliad County,2013
county,48175,Goliad County,2014
county,48175,Goliad County,2025
county,48235,Irion County,2000
county,48235,Irion County,2001
county,48235,Irion County,2002
county,48235,Irion County,2003
county,48235,Irion County,2004
county,48235,Irion County,2005
county,48235,Irion County,2006
county,48235,Irion County,2007
county,48235,Irion County,2008
county,48235,Irion County,2009
county,48235,Irion County,2010
county,48235,Irion County,2011
county,48235,Irion County,2012
county,48235,Irion County,2013
county,48235,Irion County,2014
county,48235,Irion County,2023
county,48235,Irion County,2024
county,48235,Irion County,2025
county,48275,Knox County,2000
county,48275,Knox County,2001
county,48275,Knox County,2002
county,48275,Knox County,2003
county,48275,Knox County,2004
county,48275,Knox County,2005
county,48275,Knox County,2006
county,48275,Knox County,2007
county,48275,Knox County,2008
county,48275,Knox County,2009
county,48275,Knox County,2010
county,48275,Knox County,2011
county,48275,Knox County,2012
county,48275,Knox County,2013
county,48275,Knox County,2014
county,48275,Knox County,2023
county,48275,Knox County,2024
county,48275,Knox County,2025
county,48289,Leon County,2000
county,48289,Leon County,2001
county,48289,Leon County,2002
county,48289,Leon County,2003
county,48289,Leon County,2004
county,48289,Leon County,2005
county,48289,Leon County,2006
county,48289,Leon County,2007
county,48289,Leon County,2008
county,48289,Leon County,2009
county,48289,Leon County,2010
county,48289,Leon County,2011
county,48289,Leon County,2012
county,48289,Leon County,2013
county,48289,Leon County,2014
county,48289,Leon County,2025
county,54017,Doddridge County,2000
county,54017,Doddridge County,2001
county,54017,Doddridge County,2002
county,54017,Doddridge County,2003
county,54017,Doddridge County,2004
county,54017,Doddridge County,2005
county,54017,Doddridge County,2006
county,54017,Doddridge County,2007
county,54017,Doddridge County,2008
county,54017,Doddridge County,2009
county,54017,Doddridge County,2010
county,54017,Doddridge County,2011
county,54017,Doddridge County,2012
county,54017,Doddridge County,2013
county,54017,Doddridge County,2014
county,54017,Doddridge County,2023
county,54017,Doddridge County,2024
county,54017,Doddridge County,2025
county,02158,Kusilvak Census Area,2000
county,02158,Kusilvak Census Area,2001
county,02158,Kusilvak Census Area,2002
county,02158,Kusilvak Census Area,2003
county,02158,Kusilvak Census Area,2004
county,02158,Kusilvak Census Area,2005
county,02158,Kusilvak Census Area,2006
county,02158,Kusilvak Census Area,2007
county,02158,Kusilvak Census Area,2008
county,02158,Kusilvak Census Area,2009
county,02158,Kusilvak Census Area,2010
county,02158,Kusilvak Census Area,2011
county,02158,Kusilvak Census Area,2012
county,02158,Kusilvak Census Area,2013
county,02158,Kusilvak Census Area,2014
county,02158,Kusilvak Census Area,2015
county,02158,Kusilvak Census Area,2023
county,02158,Kusilvak Census Area,2024
county,02158,Kusilvak Census Area,2025
county,41023,Grant County,2000
county,41023,Grant County,2001
county,41023,Grant County,2002
county,41023,Grant County,2003
county,41023,Grant County,2004
county,41023,Grant County,2005
county,41023,Grant County,2006
county,41023,Grant County,2007
county,41023,Grant County,2008
county,41023,Grant County,2009
county,41023,Grant County,2010
county,41023,Grant County,2011
county,41023,Grant County,2012
county,41023,Grant County,2013
county,41023,Grant County,2014
county,41023,Grant County,2015
county,41023,Grant County,2016
county,41023,Grant County,2017
county,41023,Grant County,2018
county,41023,Grant County,2019
county,41023,Grant County,2025
county,02063,Chugach Census Area,2000
county,02063,Chugach Census Area,2001
county,02063,Chugach Census Area,2002
county,02063,Chugach Census Area,2003
county,02063,Chugach Census Area,2004
county,02063,Chugach Census Area,2005
county,02063,Chugach Census Area,2006
county,02063,Chugach Census Area,2007
county,02063,Chugach Census Area,2008
county,02063,Chugach Census Area,2009
county,02063,Chugach Census Area,2010
county,02063,Chugach Census Area,2011
county,02063,Chugach Census Area,2012
county,02063,Chugach Census Area,2013
county,02063,Chugach Census Area,2014
county,02063,Chugach Census Area,2015
county,02063,Chugach Census Area,2016
county,02063,Chugach Census Area,2017
county,02063,Chugach Census Area,2018
county,02063,Chugach Census Area,2019
county,02063,Chugach Census Area,2020
county,02063,Chugach Census Area,2021
county,02063,Chugach Census Area,2022
county,02063,Chugach Census Area,2025
county,09110,Capitol Planning Region,2000
county,09110,Capitol Planning Region,2001
county,09110,Capitol Planning Region,2002
county,09110,Capitol Planning Region,2003
county,09110,Capitol Planning Region,2004
county,09110,Capitol Planning Region,2005
county,09110,Capitol Planning Region,2006
county,09110,Capitol Planning Region,2007
county,09110,Capitol Planning Region,2008
county,09110,Capitol Planning Region,2009
county,09110,Capitol Planning Region,2010
county,09110,Capitol Planning Region,2011
county,09110,Capitol Planning Region,2012
county,09110,Capitol Planning Region,2013
county,09110,Capitol Planning Region,2014
county,09110,Capitol Planning Region,2015
county,09110,Capitol Planning Region,2016
county,09110,Capitol Planning Region,2017
county,09110,Capitol Planning Region,2018
county,09110,Capitol Planning Region,2019
county,09110,Capitol Planning Region,2020
county,09110,Capitol Planning Region,2021
county,09110,Capitol Planning Region,2022
county,09110,Capitol Planning Region,2025
county,09120,Greater Bridgeport Planning Re,2000
county,09120,Greater Bridgeport Planning Re,2001
county,09120,Greater Bridgeport Planning Re,2002
county,09120,Greater Bridgeport Planning Re,2003
county,09120,Greater Bridgeport Planning Re,2004
county,09120,Greater Bridgeport Planning Re,2005
county,09120,Greater Bridgeport Planning Re,2006
county,09120,Greater Bridgeport Planning Re,2007
county,09120,Greater Bridgeport Planning Re,2008
county,09120,Greater Bridgeport Planning Re,2009
county,09120,Greater Bridgeport Planning Re,2010
county,09120,Greater Bridgeport Planning Re,2011
county,09120,Greater Bridgeport Planning Re,2012
county,09120,Greater Bridgeport Planning Re,2013
county,09120,Greater Bridgeport Planning Re,2014
county,09120,Greater Bridgeport Planning Re,2015
county,09120,Greater Bridgeport Planning Re,2016
county,09120,Greater Bridgeport Planning Re,2017
county,09120,Greater Bridgeport Planning Re,2018
county,09120,Greater Bridgeport Planning Re,2019
county,09120,Greater Bridgeport Planning Re,2020
county,09120,Greater Bridgeport Planning Re,2021
county,09120,Greater Bridgeport Planning Re,2022
county,09120,Greater Bridgeport Planning Re,2025
county,09130,Lower Connecticut River Valley,2000
county,09130,Lower Connecticut River Valley,2001
county,09130,Lower Connecticut River Valley,2002
county,09130,Lower Connecticut River Valley,2003
county,09130,Lower Connecticut River Valley,2004
county,09130,Lower Connecticut River Valley,2005
county,09130,Lower Connecticut River Valley,2006
county,09130,Lower Connecticut River Valley,2007
county,09130,Lower Connecticut River Valley,2008
county,09130,Lower Connecticut River Valley,2009
county,09130,Lower Connecticut River Valley,2010
county,09130,Lower Connecticut River Valley,2011
county,09130,Lower Connecticut River Valley,2012
county,09130,Lower Connecticut River Valley,2013
county,09130,Lower Connecticut River Valley,2014
county,09130,Lower Connecticut River Valley,2015
county,09130,Lower Connecticut River Valley,2016
county,09130,Lower Connecticut River Valley,2017
county,09130,Lower Connecticut River Valley,2018
county,09130,Lower Connecticut River Valley,2019
county,09130,Lower Connecticut River Valley,2020
county,09130,Lower Connecticut River Valley,2021
county,09130,Lower Connecticut River Valley,2022
county,09130,Lower Connecticut River Valley,2025
county,09140,Naugatuck Valley Planning Regi,2000
county,09140,Naugatuck Valley Planning Regi,2001
county,09140,Naugatuck Valley Planning Regi,2002
county,09140,Naugatuck Valley Planning Regi,2003
county,09140,Naugatuck Valley Planning Regi,2004
county,09140,Naugatuck Valley Planning Regi,2005
county,09140,Naugatuck Valley Planning Regi,2006
county,09140,Naugatuck Valley Planning Regi,2007
county,09140,Naugatuck Valley Planning Regi,2008
county,09140,Naugatuck Valley Planning Regi,2009
county,09140,Naugatuck Valley Planning Regi,2010
county,09140,Naugatuck Valley Planning Regi,2011
county,09140,Naugatuck Valley Planning Regi,2012
county,09140,Naugatuck Valley Planning Regi,2013
county,09140,Naugatuck Valley Planning Regi,2014
county,09140,Naugatuck Valley Planning Regi,2015
county,09140,Naugatuck Valley Planning Regi,2016
county,09140,Naugatuck Valley Planning Regi,2017
county,09140,Naugatuck Valley Planning Regi,2018
county,09140,Naugatuck Valley Planning Regi,2019
county,09140,Naugatuck Valley Planning Regi,2020
county,09140,Naugatuck Valley Planning Regi,2021
county,09140,Naugatuck Valley Planning Regi,2022
county,09140,Naugatuck Valley Planning Regi,2025
county,09150,Northeastern Connecticut Plann,2000
county,09150,Northeastern Connecticut Plann,2001
county,09150,Northeastern Connecticut Plann,2002
county,09150,Northeastern Connecticut Plann,2003
county,09150,Northeastern Connecticut Plann,2004
county,09150,Northeastern Connecticut Plann,2005
county,09150,Northeastern Connecticut Plann,2006
county,09150,Northeastern Connecticut Plann,2007
county,09150,Northeastern Connecticut Plann,2008
county,09150,Northeastern Connecticut Plann,2009
county,09150,Northeastern Connecticut Plann,2010
county,09150,Northeastern Connecticut Plann,2011
county,09150,Northeastern Connecticut Plann,2012
county,09150,Northeastern Connecticut Plann,2013
county,09150,Northeastern Connecticut Plann,2014
county,09150,Northeastern Connecticut Plann,2015
county,09150,Northeastern Connecticut Plann,2016
county,09150,Northeastern Connecticut Plann,2017
county,09150,Northeastern Connecticut Plann,2018
county,09150,Northeastern Connecticut Plann,2019
county,09150,Northeastern Connecticut Plann,2020
county,09150,Northeastern Connecticut Plann,2021
county,09150,Northeastern Connecticut Plann,2022
county,09150,Northeastern Connecticut Plann,2025
county,09160,Northwest Hills Planning Regio,2000
county,09160,Northwest Hills Planning Regio,2001
county,09160,Northwest Hills Planning Regio,2002
county,09160,Northwest Hills Planning Regio,2003
county,09160,Northwest Hills Planning Regio,2004
county,09160,Northwest Hills Planning Regio,2005
county,09160,Northwest Hills Planning Regio,2006
county,09160,Northwest Hills Planning Regio,2007
county,09160,Northwest Hills Planning Regio,2008
county,09160,Northwest Hills Planning Regio,2009
county,09160,Northwest Hills Planning Regio,2010
county,09160,Northwest Hills Planning Regio,2011
county,09160,Northwest Hills Planning Regio,2012
county,09160,Northwest Hills Planning Regio,2013
county,09160,Northwest Hills Planning Regio,2014
county,09160,Northwest Hills Planning Regio,2015
county,09160,Northwest Hills Planning Regio,2016
county,09160,Northwest Hills Planning Regio,2017
county,09160,Northwest Hills Planning Regio,2018
county,09160,Northwest Hills Planning Regio,2019
county,09160,Northwest Hills Planning Regio,2020
county,09160,Northwest Hills Planning Regio,2021
county,09160,Northwest Hills Planning Regio,2022
county,09160,Northwest Hills Planning Regio,2025
county,09170,South Central Connecticut Plan,2000
county,09170,South Central Connecticut Plan,2001
county,09170,South Central Connecticut Plan,2002
county,09170,South Central Connecticut Plan,2003
county,09170,South Central Connecticut Plan,2004
county,09170,South Central Connecticut Plan,2005
county,09170,South Central Connecticut Plan,2006
county,09170,South Central Connecticut Plan,2007
county,09170,South Central Connecticut Plan,2008
county,09170,South Central Connecticut Plan,2009
county,09170,South Central Connecticut Plan,2010
county,09170,South Central Connecticut Plan,2011
county,09170,South Central Connecticut Plan,2012
county,09170,South Central Connecticut Plan,2013
county,09170,South Central Connecticut Plan,2014
county,09170,South Central Connecticut Plan,2015
county,09170,South Central Connecticut Plan,2016
county,09170,South Central Connecticut Plan,2017
county,09170,South Central Connecticut Plan,2018
county,09170,South Central Connecticut Plan,2019
county,09170,South Central Connecticut Plan,2020
county,09170,South Central Connecticut Plan,2021
county,09170,South Central Connecticut Plan,2022
county,09170,South Central Connecticut Plan,2025
county,09180,Southeastern Connecticut Plann,2000
county,09180,Southeastern Connecticut Plann,2001
county,09180,Southeastern Connecticut Plann,2002
county,09180,Southeastern Connecticut Plann,2003
county,09180,Southeastern Connecticut Plann,2004
county,09180,Southeastern Connecticut Plann,2005
county,09180,Southeastern Connecticut Plann,2006
county,09180,Southeastern Connecticut Plann,2007
county,09180,Southeastern Connecticut Plann,2008
county,09180,Southeastern Connecticut Plann,2009
county,09180,Southeastern Connecticut Plann,2010
county,09180,Southeastern Connecticut Plann,2011
county,09180,Southeastern Connecticut Plann,2012
county,09180,Southeastern Connecticut Plann,2013
county,09180,Southeastern Connecticut Plann,2014
county,09180,Southeastern Connecticut Plann,2015
county,09180,Southeastern Connecticut Plann,2016
county,09180,Southeastern Connecticut Plann,2017
county,09180,Southeastern Connecticut Plann,2018
county,09180,Southeastern Connecticut Plann,2019
county,09180,Southeastern Connecticut Plann,2020
county,09180,Southeastern Connecticut Plann,2021
county,09180,Southeastern Connecticut Plann,2022
county,09180,Southeastern Connecticut Plann,2025
county,09190,Western Connecticut Planning R,2000
county,09190,Western Connecticut Planning R,2001
county,09190,Western Connecticut Planning R,2002
county,09190,Western Connecticut Planning R,2003
county,09190,Western Connecticut Planning R,2004
county,09190,Western Connecticut Planning R,2005
county,09190,Western Connecticut Planning R,2006
county,09190,Western Connecticut Planning R,2007
county,09190,Western Connecticut Planning R,2008
county,09190,Western Connecticut Planning R,2009
county,09190,Western Connecticut Planning R,2010
county,09190,Western Connecticut Planning R,2011
county,09190,Western Connecticut Planning R,2012
county,09190,Western Connecticut Planning R,2013
county,09190,Western Connecticut Planning R,2014
county,09190,Western Connecticut Planning R,2015
county,09190,Western Connecticut Planning R,2016
county,09190,Western Connecticut Planning R,2017
county,09190,Western Connecticut Planning R,2018
county,09190,Western Connecticut Planning R,2019
county,09190,Western Connecticut Planning R,2020
county,09190,Western Connecticut Planning R,2021
county,09190,Western Connecticut Planning R,2022
county,09190,Western Connecticut Planning R,2025
county,31005,Arthur County,2000
county,31005,Arthur County,2001
county,31005,Arthur County,2002
county,31005,Arthur County,2003
county,31005,Arthur County,2004
county,31005,Arthur County,2005
county,31005,Arthur County,2006
county,31005,Arthur County,2007
county,31005,Arthur County,2008
county,31005,Arthur County,2009
county,31005,Arthur County,2010
county,31005,Arthur County,2011
county,31005,Arthur County,2012
county,31005,Arthur County,2013
county,31005,Arthur County,2014
county,31005,Arthur County,2015
county,31005,Arthur County,2016
county,31005,Arthur County,2017
county,31005,Arthur County,2018
county,31005,Arthur County,2019
county,31005,Arthur County,2020
county,31005,Arthur County,2021
county,31005,Arthur County,2022
county,31005,Arthur County,2025
county,31113,Logan County,2000
county,31113,Logan County,2001
county,31113,Logan County,2002
county,31113,Logan County,2003
county,31113,Logan County,2004
county,31113,Logan County,2005
county,31113,Logan County,2006
county,31113,Logan County,2007
county,31113,Logan County,2008
county,31113,Logan County,2009
county,31113,Logan County,2010
county,31113,Logan County,2011
county,31113,Logan County,2012
county,31113,Logan County,2013
county,31113,Logan County,2014
county,31113,Logan County,2015
county,31113,Logan County,2016
county,31113,Logan County,2017
county,31113,Logan County,2018
county,31113,Logan County,2019
county,31113,Logan County,2020
county,31113,Logan County,2021
county,31113,Logan County,2022
county,31113,Logan County,2025
county,54013,Calhoun County,2000
county,54013,Calhoun County,2001
county,54013,Calhoun County,2002
county,54013,Calhoun County,2003
county,54013,Calhoun County,2004
county,54013,Calhoun County,2005
county,54013,Calhoun County,2006
county,54013,Calhoun County,2007
county,54013,Calhoun County,2008
county,54013,Calhoun County,2009
county,54013,Calhoun County,2010
county,54013,Calhoun County,2011
county,54013,Calhoun County,2012
county,54013,Calhoun County,2013
county,54013,Calhoun County,2014
county,54013,Calhoun County,2015
county,54013,Calhoun County,2016
county,54013,Calhoun County,2017
county,54013,Calhoun County,2018
county,54013,Calhoun County,2019
county,54013,Calhoun County,2020
county,54013,Calhoun County,2021
county,54013,Calhoun County,2022
county,54013,Calhoun County,2025
cbsa,45020,Sweetwater  TX,2004
cbsa,45020,Sweetwater  TX,2005
cbsa,45020,Sweetwater  TX,2006
cbsa,45020,Sweetwater  TX,2007
cbsa,45020,Sweetwater  TX,2008
cbsa,45020,Sweetwater  TX,2009
cbsa,45020,Sweetwater  TX,2010
cbsa,45020,Sweetwater  TX,2011
cbsa,45020,Sweetwater  TX,2012
cbsa,45020,Sweetwater  TX,2013
cbsa,45020,Sweetwater  TX,2014
cbsa,45020,Sweetwater  TX,2015
cbsa,45020,Sweetwater  TX,2016
cbsa,45020,Sweetwater  TX,2017
cbsa,45020,Sweetwater  TX,2018
cbsa,45020,Sweetwater  TX,2019
cbsa,45020,Sweetwater  TX,2020
cbsa,45020,Sweetwater  TX,2021
cbsa,45020,Sweetwater  TX,2022
cbsa,45020,Sweetwater  TX,2023
cbsa,11220,Amsterdam  NY,2004
cbsa,11220,Amsterdam  NY,2005
cbsa,11220,Amsterdam  NY,2006
cbsa,11220,Amsterdam  NY,2007
cbsa,11220,Amsterdam  NY,2008
cbsa,11220,Amsterdam  NY,2009
cbsa,11220,Amsterdam  NY,2010
cbsa,11220,Amsterdam  NY,2011
cbsa,11220,Amsterdam  NY,2012
cbsa,11220,Amsterdam  NY,2013
cbsa,11220,Amsterdam  NY,2014
cbsa,11220,Amsterdam  NY,2015
cbsa,11220,Amsterdam  NY,2016
cbsa,11220,Amsterdam  NY,2017
cbsa,11220,Amsterdam  NY,2018
cbsa,11220,Amsterdam  NY,2019
cbsa,11220,Amsterdam  NY,2020
cbsa,11220,Amsterdam  NY,2021
cbsa,11220,Amsterdam  NY,2022
cbsa,11220,Amsterdam  NY,2023
cbsa,24100,Gloversville  NY,2004
cbsa,24100,Gloversville  NY,2005
cbsa,24100,Gloversville  NY,2006
cbsa,24100,Gloversville  NY,2007
cbsa,24100,Gloversville  NY,2008
cbsa,24100,Gloversville  NY,2009
cbsa,24100,Gloversville  NY,2010
cbsa,24100,Gloversville  NY,2011
cbsa,24100,Gloversville  NY,2012
cbsa,24100,Gloversville  NY,2013
cbsa,24100,Gloversville  NY,2014
cbsa,24100,Gloversville  NY,2015
cbsa,24100,Gloversville  NY,2016
cbsa,24100,Gloversville  NY,2017
cbsa,24100,Gloversville  NY,2018
cbsa,24100,Gloversville  NY,2019
cbsa,24100,Gloversville  NY,2020
cbsa,24100,Gloversville  NY,2021
cbsa,24100,Gloversville  NY,2022
cbsa,24100,Gloversville  NY,2023
cbsa,26460,Hudson  NY,2004
cbsa,26460,Hudson  NY,2005
cbsa,26460,Hudson  NY,2006
cbsa,26460,Hudson  NY,2007
cbsa,26460,Hudson  NY,2008
