year,geography_type,geography_id,geography_name,state_fips,county_fips,full_county_fips,cbsa_code,single_family_units,total_units,single_family_share,single_family_value,multifamily_units,multifamily_value,total_value,yoy_change_units,yoy_percent_change,rolling_3yr_avg,cumulative_sfh_2000_2025,cumulative_sfh_2010_2025,cumulative_sfh_2020_2025,source_file
2017,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,10978,22735,0.4829,3040437,11757,1439278,4479715,731.0,7.13,10183.0,136731.0,58474.0,,ma2017a.txt
2018,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,11808,21729,0.5434,3342067,9921,1445408,4787475,830.0,7.56,11011.0,148539.0,70282.0,,ma2018a.txt
2019,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,11081,19308,0.5739,3198346,8227,1114685,4313031,-727.0,-6.16,11289.0,159620.0,81363.0,,ma2019a.txt
2020,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,11234,19732,0.5693,3241916,8498,1189839,4431755,153.0,1.38,11374.3,170854.0,92597.0,11234.0,ma2020a.txt
2021,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,13113,30006,0.437,3910829,16893,2321398,6232227,1879.0,16.73,11809.3,183967.0,105710.0,24347.0,ma2021a.txt
2022,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,10099,23009,0.4389,3120221,12910,2000769,5120990,-3014.0,-22.98,11482.0,194066.0,115809.0,34446.0,ma2022a.txt
2023,cbsa,19740,Denver-Aurora-Lakewood  CO,,,,19740,9012,20650,0.4364,2902528,11638,2085174,4987702,-1087.0,-10.76,10741.3,203078.0,124821.0,43458.0,ma2023a.txt
2024,cbsa,19740,Denver-Aurora-Centennial  CO,,,,19740,9012,15570,0.5788,3108190,6558,1037616,4145806,0.0,0.0,9374.3,212090.0,133833.0,52470.0,cbsa2024a.txt
2024,cbsa,19760,DeRidder  LA,,,,19760,64,64,1.0,16929,0,0,16929,,,,64.0,64.0,64.0,cbsa2024a.txt
2004,cbsa,19780,Des Moines  IA,,,,19780,4662,5461,0.8537,761173,799,73364,834537,210.0,4.72,,9114.0,,,ma2004a.txt
2005,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,5182,6300,0.8225,871641,1118,94988,966629,520.0,11.15,,14296.0,,,ma2005a.txt
2006,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3854,5120,0.7527,667004,1266,139978,806982,-1328.0,-25.63,4566.0,18150.0,,,ma2006a.txt
2007,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3164,3850,0.8218,579583,686,77681,657264,-690.0,-17.9,4066.7,21314.0,,,ma2007a.txt
2008,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,1819,2913,0.6244,338910,1094,124164,463074,-1345.0,-42.51,2945.7,23133.0,,,ma2008a.txt
2009,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,1799,2478,0.726,355042,679,65001,420043,-20.0,-1.1,2260.7,24932.0,,,ma2009a.txt
2010,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,2206,2815,0.7837,436118,609,65129,501247,407.0,22.62,1941.3,27138.0,2206.0,,ma2010a.txt
2011,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,2249,2640,0.8519,473484,391,33340,506824,43.0,1.95,2084.7,29387.0,4455.0,,ma2011a.txt
2012,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,2809,4167,0.6741,620689,1358,172505,793194,560.0,24.9,2421.3,32196.0,7264.0,,ma2012a.txt
2013,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3307,4921,0.672,766319,1614,189419,955738,498.0,17.73,2788.3,35503.0,10571.0,,ma2013a.txt
2014,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,2952,4436,0.6655,728316,1484,169207,897523,-355.0,-10.73,3022.7,38455.0,13523.0,,ma2014a.txt
2015,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3374,5707,0.5912,876918,2333,293335,1170253,422.0,14.3,3211.0,41829.0,16897.0,,ma2015a.txt
2016,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3760,6697,0.5614,969658,2937,361943,1331601,386.0,11.44,3362.0,45589.0,20657.0,,ma2016a.txt
2017,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3697,6367,0.5807,943626,2670,320624,1264250,-63.0,-1.68,3610.3,49286.0,24354.0,,ma2017a.txt
2018,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3233,4923,0.6567,866970,1690,183300,1050270,-464.0,-12.55,3563.3,52519.0,27587.0,,ma2018a.txt
2019,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3915,5269,0.743,1067353,1354,171957,1239310,682.0,21.09,3615.0,56434.0,31502.0,,ma2019a.txt
2020,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,4740,6508,0.7283,1312560,1768,217271,1529831,825.0,21.07,3962.7,61174.0,36242.0,4740.0,ma2020a.txt
2021,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,4888,6969,0.7014,1438028,2081,306902,1744930,148.0,3.12,4514.3,66062.0,41130.0,9628.0,ma2021a.txt
2022,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3646,6122,0.5956,1183598,2476,416406,1600004,-1242.0,-25.41,4424.7,69708.0,44776.0,13274.0,ma2022a.txt
2023,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3689,5000,0.7378,1319089,1311,217265,1536354,43.0,1.18,4074.3,73397.0,48465.0,16963.0,ma2023a.txt
2024,cbsa,19780,Des Moines-West Des Moines  IA,,,,19780,3717,5064,0.734,1354953,1347,205440,1560393,28.0,0.76,3684.0,77114.0,52182.0,20680.0,cbsa2024a.txt
2024,cbsa,19810,Detroit Lakes  MN,,,,19810,151,151,1.0,63151,0,0,63151,,,,151.0,151.0,151.0,cbsa2024a.txt
2004,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,17399,21808,0.7978,2917699,4409,358287,3275986,1065.0,6.52,,33733.0,,,ma2004a.txt
2005,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,13631,16392,0.8316,2394916,2761,253087,2648003,-3768.0,-21.66,,47364.0,,,ma2005a.txt
2006,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,7468,8920,0.8372,1422571,1452,130143,1552714,-6163.0,-45.21,12832.7,54832.0,,,ma2006a.txt
2007,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,3833,4325,0.8862,771903,492,45249,817152,-3635.0,-48.67,8310.7,58665.0,,,ma2007a.txt
2008,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,1937,2590,0.7479,420898,653,67520,488418,-1896.0,-49.47,4412.7,60602.0,,,ma2008a.txt
2009,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,1261,1333,0.946,285742,72,8698,294440,-676.0,-34.9,2343.7,61863.0,,,ma2009a.txt
2010,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,2430,3210,0.757,535961,780,59884,595845,1169.0,92.7,1876.0,64293.0,2430.0,,ma2010a.txt
2011,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,2862,3366,0.8503,661939,504,46076,708015,432.0,17.78,2184.3,67155.0,5292.0,,ma2011a.txt
2012,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,4107,4525,0.9076,950812,418,56663,1007475,1245.0,43.5,3133.0,71262.0,9399.0,,ma2012a.txt
2013,cbsa,19820,Detroit-Warren-Livonia  MI,,,,19820,5442,6352,0.8567,1413199,910,86788,1499987,1335.0,32.51,4137.0,76704.0,14841.0,,ma2013a.txt
2014,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,4830,6295,0.7673,1272144,1465,140079,1412223,-612.0,-11.25,4793.0,81534.0,19671.0,,ma2014a.txt
2015,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,5192,7304,0.7108,1418938,2112,257093,1676031,362.0,7.49,5154.7,86726.0,24863.0,,ma2015a.txt
2016,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,5711,7659,0.7457,1543368,1948,249183,1792551,519.0,10.0,5244.3,92437.0,30574.0,,ma2016a.txt
2017,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,6838,10089,0.6778,1870683,3251,379619,2250302,1127.0,19.73,5913.7,99275.0,37412.0,,ma2017a.txt
2018,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,6131,7163,0.8559,1745455,1032,166648,1912103,-707.0,-10.34,6226.7,105406.0,43543.0,,ma2018a.txt
2019,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,5193,7813,0.6647,1500739,2620,364042,1864781,-938.0,-15.3,6054.0,110599.0,48736.0,,ma2019a.txt
2020,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,5193,7165,0.7248,1472574,1972,320633,1793207,0.0,0.0,5505.7,115792.0,53929.0,5193.0,ma2020a.txt
2021,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,5666,8598,0.659,1769873,2932,656060,2425933,473.0,9.11,5350.7,121458.0,59595.0,10859.0,ma2021a.txt
2022,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,4698,7945,0.5913,1720511,3247,709273,2429784,-968.0,-17.08,5185.7,126156.0,64293.0,15557.0,ma2022a.txt
2023,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,4541,6734,0.6743,1532508,2193,295564,1828072,-157.0,-3.34,4968.3,130697.0,68834.0,20098.0,ma2023a.txt
2024,cbsa,19820,Detroit-Warren-Dearborn  MI,,,,19820,4878,7704,0.6332,1745418,2826,477639,2223057,337.0,7.42,4705.7,135575.0,73712.0,24976.0,cbsa2024a.txt
2024,cbsa,19860,Dickinson  ND,,,,19860,54,54,1.0,19868,0,0,19868,,,,54.0,54.0,54.0,cbsa2024a.txt
2024,cbsa,19940,Dixon  IL,,,,19940,27,43,0.6279,8219,16,1350,9569,,,,27.0,27.0,27.0,cbsa2024a.txt
2024,cbsa,19980,Dodge City  KS,,,,19980,81,131,0.6183,17203,50,4140,21343,,,,81.0,81.0,81.0,cbsa2024a.txt
2004,cbsa,20020,Dothan  AL,,,,20020,502,731,0.6867,42991,229,4271,47262,57.0,12.81,,947.0,,,ma2004a.txt
2005,cbsa,20020,Dothan  AL,,,,20020,589,701,0.8402,50395,112,5877,56272,87.0,17.33,,1536.0,,,ma2005a.txt
2006,cbsa,20020,Dothan  AL,,,,20020,698,702,0.9943,64348,4,400,64748,109.0,18.51,596.3,2234.0,,,ma2006a.txt
2007,cbsa,20020,Dothan  AL,,,,20020,351,351,1.0,36998,0,0,36998,-347.0,-49.71,546.0,2585.0,,,ma2007a.txt
2008,cbsa,20020,Dothan  AL,,,,20020,361,363,0.9945,44420,2,200,44620,10.0,2.85,470.0,2946.0,,,ma2008a.txt
2009,cbsa,20020,Dothan  AL,,,,20020,281,337,0.8338,53677,56,5440,59117,-80.0,-22.16,331.0,3227.0,,,ma2009a.txt
2010,cbsa,20020,Dothan  AL,,,,20020,271,321,0.8442,49567,50,3834,53401,-10.0,-3.56,304.3,3498.0,271.0,,ma2010a.txt
2011,cbsa,20020,Dothan  AL,,,,20020,288,288,1.0,54515,0,0,54515,17.0,6.27,280.0,3786.0,559.0,,ma2011a.txt
2012,cbsa,20020,Dothan  AL,,,,20020,235,554,0.4242,49695,319,13723,63418,-53.0,-18.4,264.7,4021.0,794.0,,ma2012a.txt
2013,cbsa,20020,Dothan  AL,,,,20020,253,389,0.6504,60663,136,9968,70631,18.0,7.66,258.7,4274.0,1047.0,,ma2013a.txt
2014,cbsa,20020,Dothan  AL,,,,20020,223,336,0.6637,58963,113,4720,63683,-30.0,-11.86,237.0,4497.0,1270.0,,ma2014a.txt
2015,cbsa,20020,Dothan  AL,,,,20020,311,327,0.9511,70947,16,1042,71989,88.0,39.46,262.3,4808.0,1581.0,,ma2015a.txt
2016,cbsa,20020,Dothan  AL,,,,20020,354,360,0.9833,71700,6,375,72075,43.0,13.83,296.0,5162.0,1935.0,,ma2016a.txt
2017,cbsa,20020,Dothan  AL,,,,20020,388,390,0.9949,86135,2,533,86668,34.0,9.6,351.0,5550.0,2323.0,,ma2017a.txt
2018,cbsa,20020,Dothan  AL,,,,20020,359,414,0.8671,85265,55,8600,93865,-29.0,-7.47,367.0,5909.0,2682.0,,ma2018a.txt
2019,cbsa,20020,Dothan  AL,,,,20020,363,423,0.8582,84709,60,6210,90919,4.0,1.11,370.0,6272.0,3045.0,,ma2019a.txt
2020,cbsa,20020,Dothan  AL,,,,20020,488,488,1.0,117399,0,0,117399,125.0,34.44,403.3,6760.0,3533.0,488.0,ma2020a.txt
2021,cbsa,20020,Dothan  AL,,,,20020,492,494,0.996,129834,2,165,129999,4.0,0.82,447.7,7252.0,4025.0,980.0,ma2021a.txt
2022,cbsa,20020,Dothan  AL,,,,20020,484,498,0.9719,125979,14,1345,127324,-8.0,-1.63,488.0,7736.0,4509.0,1464.0,ma2022a.txt
2023,cbsa,20020,Dothan  AL,,,,20020,442,458,0.9651,122573,16,1906,124479,-42.0,-8.68,472.7,8178.0,4951.0,1906.0,ma2023a.txt
2024,cbsa,20020,Dothan  AL,,,,20020,451,561,0.8039,125348,110,9916,135264,9.0,2.04,459.0,8629.0,5402.0,2357.0,cbsa2024a.txt
2024,cbsa,20060,Douglas  GA,,,,20060,110,128,0.8594,18814,18,1363,20177,,,,110.0,110.0,110.0,cbsa2024a.txt
2004,cbsa,20100,Dover  DE,,,,20100,2028,2178,0.9311,247113,150,9279,256392,265.0,15.03,,3791.0,,,ma2004a.txt
2005,cbsa,20100,Dover  DE,,,,20100,1946,2182,0.8918,257564,236,15384,272948,-82.0,-4.04,,5737.0,,,ma2005a.txt
2006,cbsa,20100,Dover  DE,,,,20100,1485,1703,0.872,217715,218,7420,225135,-461.0,-23.69,1819.7,7222.0,,,ma2006a.txt
2007,cbsa,20100,Dover  DE,,,,20100,1317,1484,0.8875,179395,167,9573,188968,-168.0,-11.31,1582.7,8539.0,,,ma2007a.txt
2008,cbsa,20100,Dover  DE,,,,20100,824,988,0.834,107043,164,9362,116405,-493.0,-37.43,1208.7,9363.0,,,ma2008a.txt
2009,cbsa,20100,Dover  DE,,,,20100,722,806,0.8958,91570,84,5620,97190,-102.0,-12.38,954.3,10085.0,,,ma2009a.txt
2010,cbsa,20100,Dover  DE,,,,20100,674,813,0.829,86942,139,8214,95156,-48.0,-6.65,740.0,10759.0,674.0,,ma2010a.txt
2011,cbsa,20100,Dover  DE,,,,20100,540,680,0.7941,74681,140,10894,85575,-134.0,-19.88,645.3,11299.0,1214.0,,ma2011a.txt
2012,cbsa,20100,Dover  DE,,,,20100,695,865,0.8035,93063,170,11227,104290,155.0,28.7,636.3,11994.0,1909.0,,ma2012a.txt
2013,cbsa,20100,Dover  DE,,,,20100,823,889,0.9258,110428,66,3903,114331,128.0,18.42,686.0,12817.0,2732.0,,ma2013a.txt
2014,cbsa,20100,Dover  DE,,,,20100,912,998,0.9138,126844,86,7554,134398,89.0,10.81,810.0,13729.0,3644.0,,ma2014a.txt
2015,cbsa,20100,Dover  DE,,,,20100,827,1061,0.7795,122012,234,22708,144720,-85.0,-9.32,854.0,14556.0,4471.0,,ma2015a.txt
2016,cbsa,20100,Dover  DE,,,,20100,1124,1276,0.8809,169325,152,14529,183854,297.0,35.91,954.3,15680.0,5595.0,,ma2016a.txt
2017,cbsa,20100,Dover  DE,,,,20100,1153,1554,0.742,178215,401,39247,217462,29.0,2.58,1034.7,16833.0,6748.0,,ma2017a.txt
2018,cbsa,20100,Dover  DE,,,,20100,1321,1459,0.9054,197568,138,14558,212126,168.0,14.57,1199.3,18154.0,8069.0,,ma2018a.txt
2019,cbsa,20100,Dover  DE,,,,20100,1216,1340,0.9075,174167,124,10901,185068,-105.0,-7.95,1230.0,19370.0,9285.0,,ma2019a.txt
2020,cbsa,20100,Dover  DE,,,,20100,1666,2136,0.78,235087,470,54623,289710,450.0,37.01,1401.0,21036.0,10951.0,1666.0,ma2020a.txt
2021,cbsa,20100,Dover  DE,,,,20100,1676,1873,0.8948,253896,197,16604,270500,10.0,0.6,1519.3,22712.0,12627.0,3342.0,ma2021a.txt
2022,cbsa,20100,Dover  DE,,,,20100,1008,1056,0.9545,164508,48,6818,171326,-668.0,-39.86,1450.0,23720.0,13635.0,4350.0,ma2022a.txt
2023,cbsa,20100,Dover  DE,,,,20100,879,1105,0.7955,143161,226,21809,164970,-129.0,-12.8,1187.7,24599.0,14514.0,5229.0,ma2023a.txt
2024,cbsa,20100,Dover  DE,,,,20100,1056,1201,0.8793,156798,145,17146,173944,177.0,20.14,981.0,25655.0,15570.0,6285.0,cbsa2024a.txt
2024,cbsa,20140,Dublin  GA,,,,20140,29,53,0.5472,5574,24,2979,8553,,,,29.0,29.0,29.0,cbsa2024a.txt
2024,cbsa,20180,DuBois  PA,,,,20180,74,88,0.8409,21532,14,1415,22947,,,,74.0,74.0,74.0,cbsa2024a.txt
2004,cbsa,20220,Dubuque  IA,,,,20220,417,872,0.4782,67666,455,43574,111240,18.0,4.51,,816.0,,,ma2004a.txt
2005,cbsa,20220,Dubuque  IA,,,,20220,427,560,0.7625,74302,133,10395,84697,10.0,2.4,,1243.0,,,ma2005a.txt
2006,cbsa,20220,Dubuque  IA,,,,20220,363,411,0.8832,63427,48,4111,67538,-64.0,-14.99,402.3,1606.0,,,ma2006a.txt
2007,cbsa,20220,Dubuque  IA,,,,20220,320,367,0.8719,59058,47,3852,62910,-43.0,-11.85,370.0,1926.0,,,ma2007a.txt
2008,cbsa,20220,Dubuque  IA,,,,20220,202,214,0.9439,39213,12,1172,40385,-118.0,-36.88,295.0,2128.0,,,ma2008a.txt
2009,cbsa,20220,Dubuque  IA,,,,20220,315,435,0.7241,59698,120,10093,69791,113.0,55.94,279.0,2443.0,,,ma2009a.txt
2010,cbsa,20220,Dubuque  IA,,,,20220,324,548,0.5912,53629,224,15466,69095,9.0,2.86,280.3,2767.0,324.0,,ma2010a.txt
2011,cbsa,20220,Dubuque  IA,,,,20220,281,410,0.6854,53075,129,9243,62318,-43.0,-13.27,306.7,3048.0,605.0,,ma2011a.txt
2012,cbsa,20220,Dubuque  IA,,,,20220,296,395,0.7494,51890,99,6671,58561,15.0,5.34,300.3,3344.0,901.0,,ma2012a.txt
2013,cbsa,20220,Dubuque  IA,,,,20220,325,339,0.9587,58552,14,1243,59795,29.0,9.8,300.7,3669.0,1226.0,,ma2013a.txt
2014,cbsa,20220,Dubuque  IA,,,,20220,248,276,0.8986,47256,28,1500,48756,-77.0,-23.69,289.7,3917.0,1474.0,,ma2014a.txt
2015,cbsa,20220,Dubuque  IA,,,,20220,237,255,0.9294,52685,18,2360,55045,-11.0,-4.44,270.0,4154.0,1711.0,,ma2015a.txt
2016,cbsa,20220,Dubuque  IA,,,,20220,266,368,0.7228,68744,102,10441,79185,29.0,12.24,250.3,4420.0,1977.0,,ma2016a.txt
2017,cbsa,20220,Dubuque  IA,,,,20220,221,241,0.917,61363,20,2335,63698,-45.0,-16.92,241.3,4641.0,2198.0,,ma2017a.txt
2018,cbsa,20220,Dubuque  IA,,,,20220,228,322,0.7081,74177,94,9844,84021,7.0,3.17,238.3,4869.0,2426.0,,ma2018a.txt
2019,cbsa,20220,Dubuque  IA,,,,20220,181,262,0.6908,56364,81,5710,62074,-47.0,-20.61,210.0,5050.0,2607.0,,ma2019a.txt
2020,cbsa,20220,Dubuque  IA,,,,20220,169,277,0.6101,49368,108,11609,60977,-12.0,-6.63,192.7,5219.0,2776.0,169.0,ma2020a.txt
2021,cbsa,20220,Dubuque  IA,,,,20220,166,537,0.3091,60083,371,49414,109497,-3.0,-1.78,172.0,5385.0,2942.0,335.0,ma2021a.txt
2022,cbsa,20220,Dubuque  IA,,,,20220,155,163,0.9509,56048,8,2140,58188,-11.0,-6.63,163.3,5540.0,3097.0,490.0,ma2022a.txt
2023,cbsa,20220,Dubuque  IA,,,,20220,127,195,0.6513,58836,68,9457,68293,-28.0,-18.06,149.3,5667.0,3224.0,617.0,ma2023a.txt
2024,cbsa,20220,Dubuque  IA,,,,20220,148,474,0.3122,83326,326,45089,128415,21.0,16.54,143.3,5815.0,3372.0,765.0,cbsa2024a.txt
2004,cbsa,20260,Duluth  MN-WI,,,,20260,1270,1715,0.7405,170401,445,43185,213586,63.0,5.22,,2477.0,,,ma2004a.txt
2005,cbsa,20260,Duluth  MN-WI,,,,20260,1165,1477,0.7888,161198,312,25334,186532,-105.0,-8.27,,3642.0,,,ma2005a.txt
2006,cbsa,20260,Duluth  MN-WI,,,,20260,938,1192,0.7869,135303,254,23366,158669,-227.0,-19.48,1124.3,4580.0,,,ma2006a.txt
2007,cbsa,20260,Duluth  MN-WI,,,,20260,829,1001,0.8282,128025,172,15527,143552,-109.0,-11.62,977.3,5409.0,,,ma2007a.txt
2008,cbsa,20260,Duluth  MN-WI,,,,20260,627,785,0.7987,99747,158,13979,113726,-202.0,-24.37,798.0,6036.0,,,ma2008a.txt
2009,cbsa,20260,Duluth  MN-WI,,,,20260,460,552,0.8333,69122,92,7984,77106,-167.0,-26.63,638.7,6496.0,,,ma2009a.txt
2010,cbsa,20260,Duluth  MN-WI,,,,20260,399,486,0.821,64081,87,7394,71475,-61.0,-13.26,495.3,6895.0,399.0,,ma2010a.txt
2011,cbsa,20260,Duluth  MN-WI,,,,20260,333,444,0.75,58508,111,11733,70241,-66.0,-16.54,397.3,7228.0,732.0,,ma2011a.txt
2012,cbsa,20260,Duluth  MN-WI,,,,20260,340,474,0.7173,56234,134,14989,71223,7.0,2.1,357.3,7568.0,1072.0,,ma2012a.txt
2013,cbsa,20260,Duluth  MN-WI,,,,20260,354,472,0.75,72187,118,14224,86411,14.0,4.12,342.3,7922.0,1426.0,,ma2013a.txt
2014,cbsa,20260,Duluth  MN-WI,,,,20260,436,598,0.7291,89036,162,18271,107307,82.0,23.16,376.7,8358.0,1862.0,,ma2014a.txt
2015,cbsa,20260,Duluth  MN-WI,,,,20260,467,841,0.5553,95964,374,40779,136743,31.0,7.11,419.0,8825.0,2329.0,,ma2015a.txt
2016,cbsa,20260,Duluth  MN-WI,,,,20260,526,621,0.847,111439,95,7262,118701,59.0,12.63,476.3,9351.0,2855.0,,ma2016a.txt
2017,cbsa,20260,Duluth  MN-WI,,,,20260,508,665,0.7639,106808,157,24850,131658,-18.0,-3.42,500.3,9859.0,3363.0,,ma2017a.txt
2018,cbsa,20260,Duluth  MN-WI,,,,20260,535,736,0.7269,112170,201,21421,133591,27.0,5.31,523.0,10394.0,3898.0,,ma2018a.txt
2019,cbsa,20260,Duluth  MN-WI,,,,20260,551,1032,0.5339,120319,481,71884,192203,16.0,2.99,531.3,10945.0,4449.0,,ma2019a.txt
2020,cbsa,20260,Duluth  MN-WI,,,,20260,389,565,0.6885,84503,176,22014,106517,-162.0,-29.4,491.7,11334.0,4838.0,389.0,ma2020a.txt
2021,cbsa,20260,Duluth  MN-WI,,,,20260,566,708,0.7994,134514,142,13845,148359,177.0,45.5,502.0,11900.0,5404.0,955.0,ma2021a.txt
2022,cbsa,20260,Duluth  MN-WI,,,,20260,555,756,0.7341,146767,201,35830,182597,-11.0,-1.94,503.3,12455.0,5959.0,1510.0,ma2022a.txt
2023,cbsa,20260,Duluth  MN-WI,,,,20260,538,842,0.639,154690,304,61940,216630,-17.0,-3.06,553.0,12993.0,6497.0,2048.0,ma2023a.txt
2024,cbsa,20260,Duluth  MN-WI,,,,20260,484,858,0.5641,141635,374,89521,231156,-54.0,-10.04,525.7,13477.0,6981.0,2532.0,cbsa2024a.txt
2024,cbsa,20300,Dumas  TX,,,,20300,24,26,0.9231,5460,2,200,5660,,,,24.0,24.0,24.0,cbsa2024a.txt
2024,cbsa,20340,Duncan  OK,,,,20340,16,16,1.0,4192,0,0,4192,,,,16.0,16.0,16.0,cbsa2024a.txt
2024,cbsa,20420,Durango  CO,,,,20420,173,208,0.8317,90472,35,4612,95084,,,,173.0,173.0,173.0,cbsa2024a.txt
2024,cbsa,20460,Durant  OK,,,,20460,76,176,0.4318,26852,100,16180,43032,,,,76.0,76.0,76.0,cbsa2024a.txt
2004,cbsa,20500,Durham  NC,,,,20500,4075,4977,0.8188,727730,902,39548,767278,114.0,2.88,,8036.0,,,ma2004a.txt
2005,cbsa,20500,Durham  NC,,,,20500,4177,4393,0.9508,774550,216,17506,792056,102.0,2.5,,12213.0,,,ma2005a.txt
2006,cbsa,20500,Durham  NC,,,,20500,3460,4373,0.7912,752718,913,46934,799652,-717.0,-17.17,3904.0,15673.0,,,ma2006a.txt
2007,cbsa,20500,Durham  NC,,,,20500,2845,3254,0.8743,651992,409,31553,683545,-615.0,-17.77,3494.0,18518.0,,,ma2007a.txt
2008,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,2111,2498,0.8451,469599,387,34691,504290,-734.0,-25.8,2805.3,20629.0,,,ma2008a.txt
2009,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,1324,2657,0.4983,282424,1333,100042,382466,-787.0,-37.28,2093.3,21953.0,,,ma2009a.txt
2010,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,1530,1913,0.7998,305752,383,21723,327475,206.0,15.56,1655.0,23483.0,1530.0,,ma2010a.txt
2011,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,1526,1924,0.7931,313533,398,9056,322589,-4.0,-0.26,1460.0,25009.0,3056.0,,ma2011a.txt
2012,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,1595,3314,0.4813,354948,1719,132473,487421,69.0,4.52,1550.3,26604.0,4651.0,,ma2012a.txt
2013,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,1969,4694,0.4195,421959,2725,170803,592762,374.0,23.45,1696.7,28573.0,6620.0,,ma2013a.txt
2014,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,2167,2587,0.8376,494284,420,27686,521970,198.0,10.06,1910.3,30740.0,8787.0,,ma2014a.txt
2015,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,2616,4411,0.5931,563462,1795,143230,706692,449.0,20.72,2250.7,33356.0,11403.0,,ma2015a.txt
2016,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,2951,4382,0.6734,667708,1431,126905,794613,335.0,12.81,2578.0,36307.0,14354.0,,ma2016a.txt
2017,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3268,4924,0.6637,757136,1656,138726,895862,317.0,10.74,2945.0,39575.0,17622.0,,ma2017a.txt
2018,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3289,5416,0.6073,763369,2127,210623,973992,21.0,0.64,3169.3,42864.0,20911.0,,ma2018a.txt
2019,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3561,5795,0.6145,808072,2234,336886,1144958,272.0,8.27,3372.7,46425.0,24472.0,,ma2019a.txt
2020,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3528,5505,0.6409,830913,1977,229439,1060352,-33.0,-0.93,3459.3,49953.0,28000.0,3528.0,ma2020a.txt
2021,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3735,5900,0.6331,1154493,2165,287098,1441591,207.0,5.87,3608.0,53688.0,31735.0,7263.0,ma2021a.txt
2022,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3170,6392,0.4959,1191282,3222,563178,1754460,-565.0,-15.13,3477.7,56858.0,34905.0,10433.0,ma2022a.txt
2023,cbsa,20500,Durham-Chapel Hill  NC,,,,20500,3127,7210,0.4337,1079965,4083,701080,1781045,-43.0,-1.36,3344.0,59985.0,38032.0,13560.0,ma2023a.txt
